Series Name,Series Code,Country Name,Country Code,2018 [YR2018]
GDP (current US$),NY.GDP.MKTP.CD,Cambodia,KHM,33145892168.8958
GDP (current US$),NY.GDP.MKTP.CD,Cameroon,CMR,39955552189.795
GDP (current US$),NY.GDP.MKTP.CD,Canada,CAN,1725329192783.02
GDP (current US$),NY.GDP.MKTP.CD,Cayman Islands,CYM,5530178440.71376
GDP (current US$),NY.GDP.MKTP.CD,Central African Republic,CAF,2220979146.11241
GDP (current US$),NY.GDP.MKTP.CD,Chad,TCD,11239167898.3395
GDP (current US$),NY.GDP.MKTP.CD,Channel Islands,CHI,10026153344.8196
GDP (current US$),NY.GDP.MKTP.CD,Chile,CHL,295857562991.709
GDP (current US$),NY.GDP.MKTP.CD,China,CHN,13894907857880.6
GDP (current US$),NY.GDP.MKTP.CD,Colombia,COL,334198218098.276
GDP (current US$),NY.GDP.MKTP.CD,Comoros,COM,1188797449.38584
GDP (current US$),NY.GDP.MKTP.CD,"Congo, Dem. Rep.",COD,47568210009.8172
GDP (current US$),NY.GDP.MKTP.CD,"Congo, Rep.",COG,14773900288.5135
GDP (current US$),NY.GDP.MKTP.CD,Costa Rica,CRI,62420164991.5374
GDP (current US$),NY.GDP.MKTP.CD,Cote d'Ivoire,CIV,58522477786.6889
GDP (current US$),NY.GDP.MKTP.CD,Croatia,HRV,61668130122.5878
GDP (current US$),NY.GDP.MKTP.CD,Cuba,CUB,100050036096.123
GDP (current US$),NY.GDP.MKTP.CD,Curacao,CUW,3046364804.46927
GDP (current US$),NY.GDP.MKTP.CD,Cyprus,CYP,25754001367.5448
GDP (current US$),NY.GDP.MKTP.CD,Czechia,CZE,251992360762.236
GDP (current US$),NY.GDP.MKTP.CD,Denmark,DNK,355293374912.393
GDP (current US$),NY.GDP.MKTP.CD,Djibouti,DJI,2913466732.12507
GDP (current US$),NY.GDP.MKTP.CD,Dominica,DMA,554770370.37037
GDP (current US$),NY.GDP.MKTP.CD,Dominican Republic,DOM,85555390139.118
GDP (current US$),NY.GDP.MKTP.CD,Ecuador,ECU,107478962000
GDP (current US$),NY.GDP.MKTP.CD,"Egypt, Arab Rep.",EGY,262588632526.73
GDP (current US$),NY.GDP.MKTP.CD,El Salvador,SLV,26020850000
GDP (current US$),NY.GDP.MKTP.CD,Equatorial Guinea,GNQ,13097012133.6159
GDP (current US$),NY.GDP.MKTP.CD,Eritrea,ERI,..
GDP (current US$),NY.GDP.MKTP.CD,Estonia,EST,31222632740.7247
GDP (current US$),NY.GDP.MKTP.CD,Eswatini,SWZ,4659474399.74018
GDP (current US$),NY.GDP.MKTP.CD,Ethiopia,ETH,84269196625.8784
GDP (current US$),NY.GDP.MKTP.CD,Faroe Islands,FRO,3188600927.46688
GDP (current US$),NY.GDP.MKTP.CD,Fiji,FJI,5581425324.91185
GDP (current US$),NY.GDP.MKTP.CD,Finland,FIN,273869255596.078
GDP (current US$),NY.GDP.MKTP.CD,France,FRA,2781576320884.39
GDP (current US$),NY.GDP.MKTP.CD,French Polynesia,PYF,6135116253.33452
GDP (current US$),NY.GDP.MKTP.CD,Gabon,GAB,16867326401.9626
GDP (current US$),NY.GDP.MKTP.CD,"Gambia, The",GMB,1670671327.81651
GDP (current US$),NY.GDP.MKTP.CD,Georgia,GEO,17902544880.6471
GDP (current US$),NY.GDP.MKTP.CD,Germany,DEU,4052008447223.53
GDP (current US$),NY.GDP.MKTP.CD,Ghana,GHA,67298914624.3723
GDP (current US$),NY.GDP.MKTP.CD,Gibraltar,GIB,..
GDP (current US$),NY.GDP.MKTP.CD,Greece,GRC,213298873494.394
GDP (current US$),NY.GDP.MKTP.CD,Greenland,GRL,3055782146.15957
GDP (current US$),NY.GDP.MKTP.CD,Grenada,GRD,1166514814.81481
GDP (current US$),NY.GDP.MKTP.CD,Guam,GUM,6051000000
GDP (current US$),NY.GDP.MKTP.CD,Guatemala,GTM,73328365862.4329
GDP (current US$),NY.GDP.MKTP.CD,Guinea,GIN,11857030366.7891
GDP (current US$),NY.GDP.MKTP.CD,Guinea-Bissau,GNB,1554133593.91699
GDP (current US$),NY.GDP.MKTP.CD,Guyana,GUY,4787636997.85343
GDP (current US$),NY.GDP.MKTP.CD,Haiti,HTI,16403864617.8458
GDP (current US$),NY.GDP.MKTP.CD,Honduras,HND,24067750760.499
GDP (current US$),NY.GDP.MKTP.CD,"Hong Kong SAR, China",HKG,361731070995.726
GDP (current US$),NY.GDP.MKTP.CD,Hungary,HUN,160565642983.587
GDP (current US$),NY.GDP.MKTP.CD,Iceland,ISL,26260850582.0687
GDP (current US$),NY.GDP.MKTP.CD,India,IND,2702929641648.74
GDP (current US$),NY.GDP.MKTP.CD,Indonesia,IDN,1042271532953.49
GDP (current US$),NY.GDP.MKTP.CD,"Iran, Islamic Rep.",IRN,398880231367.268
GDP (current US$),NY.GDP.MKTP.CD,Iraq,IRQ,227367469034.031
GDP (current US$),NY.GDP.MKTP.CD,Ireland,IRL,395461216460.418
GDP (current US$),NY.GDP.MKTP.CD,Isle of Man,IMN,7491649455.92717
GDP (current US$),NY.GDP.MKTP.CD,Israel,ISR,375149611117.199
GDP (current US$),NY.GDP.MKTP.CD,Italy,ITA,2099435266458.67
GDP (current US$),NY.GDP.MKTP.CD,Jamaica,JAM,15730792835.5811
GDP (current US$),NY.GDP.MKTP.CD,Japan,JPN,5040880939324.86
GDP (current US$),NY.GDP.MKTP.CD,Jordan,JOR,43370860704.2254
GDP (current US$),NY.GDP.MKTP.CD,Kazakhstan,KAZ,179339977690.485
GDP (current US$),NY.GDP.MKTP.CD,Kenya,KEN,92202979985.2863
GDP (current US$),NY.GDP.MKTP.CD,Kiribati,KIR,233514703.710292
GDP (current US$),NY.GDP.MKTP.CD,"Korea, Dem. People's Rep.",PRK,..
GDP (current US$),NY.GDP.MKTP.CD,"Korea, Rep.",KOR,1725373496825.43
GDP (current US$),NY.GDP.MKTP.CD,Kosovo,XKX,7878759714.82322
GDP (current US$),NY.GDP.MKTP.CD,Kuwait,KWT,138646316321.596
GDP (current US$),NY.GDP.MKTP.CD,Kyrgyz Republic,KGZ,8271106235.41552
GDP (current US$),NY.GDP.MKTP.CD,Lao PDR,LAO,18141641089.7963
GDP (current US$),NY.GDP.MKTP.CD,Latvia,LVA,33247935477.3576
GDP (current US$),NY.GDP.MKTP.CD,Lebanon,LBN,54901519155.5556
GDP (current US$),NY.GDP.MKTP.CD,Lesotho,LSO,2556247291.99785
GDP (current US$),NY.GDP.MKTP.CD,Liberia,LBR,3422754800
GDP (current US$),NY.GDP.MKTP.CD,Libya,LBY,76686029772.1483
GDP (current US$),NY.GDP.MKTP.CD,Liechtenstein,LIE,6692620691.84146
GDP (current US$),NY.GDP.MKTP.CD,Lithuania,LTU,54261795148.5372
GDP (current US$),NY.GDP.MKTP.CD,Luxembourg,LUX,71000359760.4611
GDP (current US$),NY.GDP.MKTP.CD,"Macao SAR, China",MAC,55190661339.7796
GDP (current US$),NY.GDP.MKTP.CD,Madagascar,MDG,13760033282.2925
GDP (current US$),NY.GDP.MKTP.CD,Malawi,MWI,9879231591.52434
GDP (current US$),NY.GDP.MKTP.CD,Malaysia,MYS,358788845712.53
GDP (current US$),NY.GDP.MKTP.CD,Maldives,MDV,5404344162.69888
GDP (current US$),NY.GDP.MKTP.CD,Mali,MLI,17070867589.9055
GDP (current US$),NY.GDP.MKTP.CD,Malta,MLT,16153779511.1559
GDP (current US$),NY.GDP.MKTP.CD,Marshall Islands,MHL,220000000
GDP (current US$),NY.GDP.MKTP.CD,Mauritania,MRT,7473550557.07378
GDP (current US$),NY.GDP.MKTP.CD,Mauritius,MUS,14735695930.9727
GDP (current US$),NY.GDP.MKTP.CD,Mexico,MEX,1256300182879.73
GDP (current US$),NY.GDP.MKTP.CD,"Micronesia, Fed. Sts.",FSM,392000000
GDP (current US$),NY.GDP.MKTP.CD,Moldova,MDA,11252353420.8798
GDP (current US$),NY.GDP.MKTP.CD,Monaco,MCO,7184333936.01355
GDP (current US$),NY.GDP.MKTP.CD,Mongolia,MNG,13178094720.4986
GDP (current US$),NY.GDP.MKTP.CD,Montenegro,MNE,5506942238.35668
GDP (current US$),NY.GDP.MKTP.CD,Morocco,MAR,127341147581.818
GDP (current US$),NY.GDP.MKTP.CD,Mozambique,MOZ,15017358952.8452
GDP (current US$),NY.GDP.MKTP.CD,Myanmar,MMR,67860515989.517
GDP (current US$),NY.GDP.MKTP.CD,Namibia,NAM,13682019076.4022
GDP (current US$),NY.GDP.MKTP.CD,Nauru,NRU,130937589.753517
GDP (current US$),NY.GDP.MKTP.CD,Nepal,NPL,33111525237.149
GDP (current US$),NY.GDP.MKTP.CD,Netherlands,NLD,929733599796.862
GDP (current US$),NY.GDP.MKTP.CD,New Caledonia,NCL,9896402283.68587
GDP (current US$),NY.GDP.MKTP.CD,New Zealand,NZL,211846555690.736
GDP (current US$),NY.GDP.MKTP.CD,Nicaragua,NIC,13025234820.8225
GDP (current US$),NY.GDP.MKTP.CD,Niger,NER,12837307496.8821
GDP (current US$),NY.GDP.MKTP.CD,Nigeria,NGA,421739251509.08
GDP (current US$),NY.GDP.MKTP.CD,North Macedonia,MKD,12683068114.2388
GDP (current US$),NY.GDP.MKTP.CD,Northern Mariana Islands,MNP,1301000000
GDP (current US$),NY.GDP.MKTP.CD,Norway,NOR,439788625883.8
GDP (current US$),NY.GDP.MKTP.CD,Oman,OMN,91505851755.5267
GDP (current US$),NY.GDP.MKTP.CD,Pakistan,PAK,356128166704.921
GDP (current US$),NY.GDP.MKTP.CD,Palau,PLW,288546281.25
GDP (current US$),NY.GDP.MKTP.CD,Panama,PAN,67316471200
GDP (current US$),NY.GDP.MKTP.CD,Papua New Guinea,PNG,24109780708.0268
GDP (current US$),NY.GDP.MKTP.CD,Paraguay,PRY,40225448340.6322
GDP (current US$),NY.GDP.MKTP.CD,Peru,PER,222597009739.235
GDP (current US$),NY.GDP.MKTP.CD,Philippines,PHL,346841896583.515
GDP (current US$),NY.GDP.MKTP.CD,Poland,POL,594616687350.017
GDP (current US$),NY.GDP.MKTP.CD,Portugal,PRT,242092894542.888
GDP (current US$),NY.GDP.MKTP.CD,Puerto Rico,PRI,100958100000
GDP (current US$),NY.GDP.MKTP.CD,Qatar,QAT,183334953818.681
GDP (current US$),NY.GDP.MKTP.CD,Romania,ROU,243468683030.34
GDP (current US$),NY.GDP.MKTP.CD,Russian Federation,RUS,1657328773461.31
GDP (current US$),NY.GDP.MKTP.CD,Rwanda,RWA,9637904655.17446
GDP (current US$),NY.GDP.MKTP.CD,Samoa,WSM,878448433.404342
GDP (current US$),NY.GDP.MKTP.CD,San Marino,SMR,1655353653.05934
GDP (current US$),NY.GDP.MKTP.CD,Sao Tome and Principe,STP,383717327.830508
GDP (current US$),NY.GDP.MKTP.CD,Saudi Arabia,SAU,846583733333.333
GDP (current US$),NY.GDP.MKTP.CD,Senegal,SEN,23116701556.1381
GDP (current US$),NY.GDP.MKTP.CD,Serbia,SRB,52787520248.9242
GDP (current US$),NY.GDP.MKTP.CD,Seychelles,SYC,1784313926.76807
GDP (current US$),NY.GDP.MKTP.CD,Sierra Leone,SLE,6390514688.52816
GDP (current US$),NY.GDP.MKTP.CD,Singapore,SGP,376892697588.005
GDP (current US$),NY.GDP.MKTP.CD,Sint Maarten (Dutch part),SXM,1259200446.92737
GDP (current US$),NY.GDP.MKTP.CD,Slovak Republic,SVK,106611673364.837
GDP (current US$),NY.GDP.MKTP.CD,Slovenia,SVN,53689067639.9176
GDP (current US$),NY.GDP.MKTP.CD,Solomon Islands,SLB,1615478393.28614
GDP (current US$),NY.GDP.MKTP.CD,Somalia,SOM,7873440838.36559
GDP (current US$),NY.GDP.MKTP.CD,South Africa,ZAF,405260723892.517
GDP (current US$),NY.GDP.MKTP.CD,South Sudan,SSD,..
GDP (current US$),NY.GDP.MKTP.CD,Spain,ESP,1431642809327.06
GDP (current US$),NY.GDP.MKTP.CD,Sri Lanka,LKA,94493871200.7869
GDP (current US$),NY.GDP.MKTP.CD,St. Kitts and Nevis,KNA,1076548148.14815
GDP (current US$),NY.GDP.MKTP.CD,St. Lucia,LCA,2060962962.96296
GDP (current US$),NY.GDP.MKTP.CD,St. Martin (French part),MAF,..
GDP (current US$),NY.GDP.MKTP.CD,St. Vincent and the Grenadines,VCT,884329629.62963
GDP (current US$),NY.GDP.MKTP.CD,Sudan,SDN,32333780383.2924
GDP (current US$),NY.GDP.MKTP.CD,Suriname,SUR,3996198866.57453
GDP (current US$),NY.GDP.MKTP.CD,Sweden,SWE,551312498430.164
GDP (current US$),NY.GDP.MKTP.CD,Switzerland,CHE,725568717468.001
GDP (current US$),NY.GDP.MKTP.CD,Syrian Arab Republic,SYR,21497782867.6426
GDP (current US$),NY.GDP.MKTP.CD,Tajikistan,TJK,7764999999.45362
GDP (current US$),NY.GDP.MKTP.CD,Tanzania,TZA,57003712892.0858
GDP (current US$),NY.GDP.MKTP.CD,Thailand,THA,506754208404.485
GDP (current US$),NY.GDP.MKTP.CD,Timor-Leste,TLS,1555988600
GDP (current US$),NY.GDP.MKTP.CD,Togo,TGO,7029300383.08031
GDP (current US$),NY.GDP.MKTP.CD,Tonga,TON,489714518.002333
GDP (current US$),NY.GDP.MKTP.CD,Trinidad and Tobago,TTO,24569257295.0918
GDP (current US$),NY.GDP.MKTP.CD,Tunisia,TUN,42686504459.801
GDP (current US$),NY.GDP.MKTP.CD,Turkiye,TUR,778972108040.602
GDP (current US$),NY.GDP.MKTP.CD,Turkmenistan,TKM,40765428571.4286
GDP (current US$),NY.GDP.MKTP.CD,Turks and Caicos Islands,TCA,1128749004.5304
GDP (current US$),NY.GDP.MKTP.CD,Tuvalu,TUV,48015259.8751356
GDP (current US$),NY.GDP.MKTP.CD,Uganda,UGA,32927025619.6795
GDP (current US$),NY.GDP.MKTP.CD,Ukraine,UKR,130891088293.55
GDP (current US$),NY.GDP.MKTP.CD,United Arab Emirates,ARE,427049432149.345
GDP (current US$),NY.GDP.MKTP.CD,United Kingdom,GBR,2871340347581.79
GDP (current US$),NY.GDP.MKTP.CD,United States,USA,20656516000000
GDP (current US$),NY.GDP.MKTP.CD,Uruguay,URY,65344576348.2279
GDP (current US$),NY.GDP.MKTP.CD,Uzbekistan,UZB,58695899092.1083
GDP (current US$),NY.GDP.MKTP.CD,Vanuatu,VUT,914736985.430944
GDP (current US$),NY.GDP.MKTP.CD,"Venezuela, RB",VEN,..
GDP (current US$),NY.GDP.MKTP.CD,Viet Nam,VNM,310106478394.659
GDP (current US$),NY.GDP.MKTP.CD,Virgin Islands (U.S.),VIR,3923000000
GDP (current US$),NY.GDP.MKTP.CD,West Bank and Gaza,PSE,16276600000
GDP (current US$),NY.GDP.MKTP.CD,"Yemen, Rep.",YEM,21606160783.9845
GDP (current US$),NY.GDP.MKTP.CD,Zambia,ZMB,26311507273.6735
GDP (current US$),NY.GDP.MKTP.CD,Zimbabwe,ZWE,34156069918.0609
GDP (current US$),NY.GDP.MKTP.CD,Africa Eastern and Southern,AFE,1012306000425.25
GDP (current US$),NY.GDP.MKTP.CD,Africa Western and Central,AFW,770494988148.76
GDP (current US$),NY.GDP.MKTP.CD,Arab World,ARB,2867348492603.59
GDP (current US$),NY.GDP.MKTP.CD,Caribbean small states,CSS,36727457619.9835
GDP (current US$),NY.GDP.MKTP.CD,Central Europe and the Baltics,CEB,1657633874968.79
GDP (current US$),NY.GDP.MKTP.CD,Early-demographic dividend,EAR,11610507701898.7
GDP (current US$),NY.GDP.MKTP.CD,East Asia & Pacific,EAS,26494505143186.8
GDP (current US$),NY.GDP.MKTP.CD,East Asia & Pacific (excluding high income),EAP,16648930593614.8
GDP (current US$),NY.GDP.MKTP.CD,East Asia & Pacific (IDA & IBRD countries),TEA,16628455562440.2
GDP (current US$),NY.GDP.MKTP.CD,Euro area,EMU,13867949267318.1
GDP (current US$),NY.GDP.MKTP.CD,Europe & Central Asia,ECS,23306311175509.3
GDP (current US$),NY.GDP.MKTP.CD,Europe & Central Asia (excluding high income),ECA,1468176944855.79
GDP (current US$),NY.GDP.MKTP.CD,Europe & Central Asia (IDA & IBRD countries),TEC,4091548485168.69
GDP (current US$),NY.GDP.MKTP.CD,European Union,EUU,16091487781135.5
GDP (current US$),NY.GDP.MKTP.CD,Fragile and conflict affected situations,FCS,1734689832167.02
GDP (current US$),NY.GDP.MKTP.CD,Heavily indebted poor countries (HIPC),HPC,776506227119.833
GDP (current US$),NY.GDP.MKTP.CD,High income,HIC,56793957781697.4
GDP (current US$),NY.GDP.MKTP.CD,IBRD only,IBD,30653934094282.1
GDP (current US$),NY.GDP.MKTP.CD,IDA & IBRD total,IBT,33059072280457.1
GDP (current US$),NY.GDP.MKTP.CD,IDA blend,IDB,1066719614873.96
GDP (current US$),NY.GDP.MKTP.CD,IDA only,IDX,1338364722234.58
GDP (current US$),NY.GDP.MKTP.CD,IDA total,IDA,2405084337108.54
GDP (current US$),NY.GDP.MKTP.CD,Late-demographic dividend,LTE,22641256363718.2
GDP (current US$),NY.GDP.MKTP.CD,Latin America & Caribbean,LCN,5743189791995.49
GDP (current US$),NY.GDP.MKTP.CD,Latin America & Caribbean (excluding high income),LAC,4870399736155.19
GDP (current US$),NY.GDP.MKTP.CD,Latin America & the Caribbean (IDA & IBRD countries),TLA,5506624568680.82
GDP (current US$),NY.GDP.MKTP.CD,Least developed countries: UN classification,LDC,1100496566937.02
GDP (current US$),NY.GDP.MKTP.CD,Low & middle income,LMY,29791620278516.9
GDP (current US$),NY.GDP.MKTP.CD,Low income,LIC,420211435774.79
GDP (current US$),NY.GDP.MKTP.CD,Lower middle income,LMC,5994118980886.44
GDP (current US$),NY.GDP.MKTP.CD,Middle East & North Africa,MEA,3608662545371.1
GDP (current US$),NY.GDP.MKTP.CD,Middle East & North Africa (excluding high income),MNA,1490670888640.86
GDP (current US$),NY.GDP.MKTP.CD,Middle East & North Africa (IDA & IBRD countries),TMN,1474394288640.86
GDP (current US$),NY.GDP.MKTP.CD,Middle income,MIC,29369986143573
GDP (current US$),NY.GDP.MKTP.CD,North America,NAC,22389071169783
GDP (current US$),NY.GDP.MKTP.CD,Not classified,INX,..
GDP (current US$),NY.GDP.MKTP.CD,OECD members,OED,53631765536033.4
GDP (current US$),NY.GDP.MKTP.CD,Other small states,OSS,197102680977.388
GDP (current US$),NY.GDP.MKTP.CD,Pacific island small states,PSS,10792829234.1568
GDP (current US$),NY.GDP.MKTP.CD,Post-demographic dividend,PST,50598120095740.8
GDP (current US$),NY.GDP.MKTP.CD,Pre-demographic dividend,PRE,1355249022128.48
GDP (current US$),NY.GDP.MKTP.CD,Small states,SST,244622967831.528
GDP (current US$),NY.GDP.MKTP.CD,South Asia,SAS,3534066859804.7
GDP (current US$),NY.GDP.MKTP.CD,South Asia (IDA & IBRD),TSA,3534066859804.7
GDP (current US$),NY.GDP.MKTP.CD,Sub-Saharan Africa,SSF,1782800988574.01
GDP (current US$),NY.GDP.MKTP.CD,Sub-Saharan Africa (excluding high income),SSA,1781016674647.24
GDP (current US$),NY.GDP.MKTP.CD,Sub-Saharan Africa (IDA & IBRD countries),TSS,1782800988574.01
GDP (current US$),NY.GDP.MKTP.CD,Upper middle income,UMC,23375867162686.5
GDP (current US$),NY.GDP.MKTP.CD,World,WLD,86884839554431.6
,,,,
,,,,
,,,,
Data from database: World Development Indicators,,,,
Last Updated: 04/15/2025,,,,
